frame,zoom_level,uncertainty,area,conf,lost,latency,command
421,1,0.150548,0.06770973,0.904832,0,0.015197,keep
422,1,0.153542,0.06486686,0.911652,0,0.014627,keep
423,1,0.148569,0.06282300,0.905270,0,0.014563,keep
424,1,0.161462,0.07088080,0.935001,0,0.014590,keep
425,1,0.175352,0.08065702,0.921376,0,0.014849,keep
426,1,0.153611,0.08538012,0.933765,0,0.014848,keep
427,1,0.160054,0.08164449,0.927673,0,0.015121,keep
428,1,0.163144,0.07246059,0.914494,0,0.015105,keep
429,1,0.163086,0.06439252,0.904364,0,0.015213,keep
430,1,0.172924,0.06942494,0.918148,0,0.015233,keep
431,1,0.158787,0.07380449,0.921780,0,0.015316,keep
432,1,0.171265,0.06688232,0.902444,0,0.015261,keep
433,1,0.167007,0.06076877,0.883785,0,0.015430,keep
434,1,0.171345,0.05793400,0.891837,0,0.015401,keep
435,1,0.160208,0.05607002,0.908799,0,0.015587,keep
436,1,0.176637,0.06541964,0.915396,0,0.016220,keep
437,1,0.167292,0.07473125,0.904068,0,0.015996,keep
438,1,0.166659,0.07823703,0.892109,0,0.015328,keep
439,1,0.165292,0.07613127,0.904094,0,0.014964,keep
440,1,0.178532,0.06861547,0.898235,0,0.014828,keep
441,1,0.183562,0.06049677,0.884379,0,0.014824,keep
442,1,0.185207,0.07066831,0.871968,0,0.015540,keep
443,1,0.171957,0.07997943,0.902978,0,0.015242,keep
444,1,0.187659,0.07633092,0.814065,0,0.014952,keep
445,1,0.201764,0.05982205,0.872873,0,0.014973,keep
446,1,0.194719,0.05545879,0.870747,0,0.014995,keep
447,1,0.188955,0.06052549,0.877109,0,0.014902,keep
448,1,0.172390,0.06376486,0.905851,0,0.014857,keep
449,1,0.166563,0.06935460,0.895372,0,0.015532,keep
450,1,0.161211,0.07420430,0.914241,0,0.014753,keep
451,1,0.164309,0.07437911,0.920020,0,0.014911,keep
452,1,0.166457,0.06803743,0.930795,0,0.014854,keep
453,1,0.184638,0.05972809,0.898268,0,0.016126,keep
454,1,0.164001,0.05987446,0.879626,0,0.015194,keep
455,1,0.169199,0.06374414,0.883199,0,0.015306,keep
456,1,0.162767,0.06024851,0.895358,0,0.015416,keep
457,1,0.171995,0.05661196,0.871988,0,0.015202,keep
458,1,0.166697,0.05283605,0.888411,0,0.014690,keep
459,1,0.163102,0.05049230,0.870321,0,0.014583,keep
460,1,0.205187,0.05523469,0.787018,0,0.014887,keep
461,1,0.168678,0.06428765,0.904008,0,0.016393,keep
